,actual_mem_quote,sentence_a,sentence_b,label,confidence,title,mem_line_no,nonmem_line_no
1236,"No more monkey business!
",No more monkey business.,The perfect nuclear family.,0,0.8851895406842232,"lost in space
",491780,491885
1237,"Never fear, Smith is here.
",Never fear. Smith is here.,"Look inside your heart, Will.",0,0.9562800861895084,"lost in space
",492647,492638
1238,"Nothing good can come of this.
",Nothing good will come of this.,That's the smell of ghosts.,0,0.941401157528162,"lost in space
",492195,492177
1239,"You know, the planet IS breaking up around us.
",The planet is breaking up around us.,I'm going to try to reach escape velocity.,0,0.9211422204971313,"lost in space
",492819,492827
1240,"If this is all a dream, why can't there be more girls?
",Once or twice more and we're going to be dead in space.,"If this in all a dream, why can't there be more girls?",1,0.9533723592758179,"lost in space
",492130,492317
1241,"All I want, all I've ever wanted is the quiet of a private life, but my mother wants me distinguished.
","Only to profess, now that I am at liberty to do so, that my heart is and always will be yours.",All I want--all I have ever wanted is the quiet of a private life but my mother is determined to see me distinguished.,1,0.8751300573348999,"sense and sensibility
",674466,675384
1242,"I am the soul of discretion.
",Miss Grey has fifty thousand pounds.,"My dear, I am the soul of discretion.",1,0.9447653293609619,"sense and sensibility
",675199,675119
1243,"He is the kindest and best of men.
",He is the kindest and best of men.,He must have had his reasons for going.,0,0.9392541162669659,"sense and sensibility
",675242,675186
1244,"We were talking of London, ma'am, and all its diversions.
","We were talking of London, ma'am, and all its--diversions.",Edward and I have been secretly engaged these five years.,0,0.417522668838501,"sense and sensibility
",674977,674962
1245,"Is love a fancy or a feeling... or a Ferrars?
",But you must promise not to live too far away.,'Is love a fancy or a feeling?' Or a Ferrars?,1,0.9605571031570435,"sense and sensibility
",674521,674515
1246,"Mama,  there is a painful difference between the expectation of an unpleasant event and its final certainty.
",He means it as testimony of his concern for--for the cruel situation in which you find yourselves.,There is a painful difference between the expectation of an unpleasant event and its final certainty.,1,0.9501134157180786,"sense and sensibility
",675354,675236
1247,"We're the CIA, something always goes wrong.
","We're the CIA, something always goes wrong.",But you're sure he'll show up.,0,0.944722443819046,"the siege
",693438,693422
1248,"In this game, the most committed wins.
",His name is Sheik Ahmed bin Talal.,"In this game, the most committed wins.",1,0.6957196295261383,"the siege
",692839,692833
1249,"I have a special surprise for you, Mommy!
","I have a special surprise for you, Mommy. Kate eyes her warily. No idea what to expect.",I did one especially for her.. .Nobody responds.,0,0.9567251019179821,"orphan
",586194,586218
1250,"I'll shoot Mommy if you tell.
","You have lovely handwriting, by the way.",I'll kill her it you tell..,1,0.9636521339416504,"orphan
",586268,586295
1251,"Don't ever touch my sister again.
",Don't ever fuck with me like that again.,would you page my daughter Brigitte please?,0,0.8486537784337997,"ginger snaps
",322225,322223
1252,"E-mail is for geeks and pedophiles.
","Ronald, e-mail's for geeks and pedophiles. Be romantic. Write her another letter.",I want to kiss you there.,0,0.9563202224671841,"cruel intentions
",203199,203238
1253,"Miss Winston, EVERYBODY has a secret face!
","Miss Winston, everyone has their secret faces ...",I'm so sorry for your loss.,0,0.8398179858922958,"nightbreed
",563895,563884
1254,"Lie still... it's quicker this way
",That's good. Be still. It's quicker that way.,Why did I kill all the others?,0,0.9563849568367004,"nightbreed
",564015,563997
1255,"Never touched a legend before!
",And you will need me.,Never touched a legend before.,1,0.956859827041626,"nightbreed
",564504,564503
1256,"Jack Starks is *dead*.
",William Starks is dead... I've been to his grave.,I looked it up.,0,0.847816526889801,"the jacket
",422653,422656
1257,"How much time do we have?
",How much time do we have?,"But wait, how can that be?",0,0.7044344246387482,"the jacket
",423036,423039
1258,"I was 27 years old the first time I died.
",I was 25 years old the first time I died...,And I felt peace...even though there was war around me.,0,0.23093914985656738,"the jacket
",422417,422418
1259,"The real events that have happened to me have been fucked up, not my mind!
",No. The real events that have happened to me have been fucked up. Not my mind.,I don't think prison's so bad you don't want to remember it...,0,0.9551621526479721,"the jacket
",422738,422808
1260,"Only a car full of Stellas and Guidos would ride your ass on a 2-lane highway and honk.
","Sure the whole thing may be your fault, but who's gonna get pissed off at you?",Only a car full of guidos and stellas would ride someone's ass on a two- lane road and beep.,1,0.11617767810821533,"detroit rock city
",226639,226768
1261,"What the hell are you doin' Sister Gonorrhea, waitin' for a bus?
","What the hell are you doing, Sister Gonorrhea, waiting for a bus?","You know, your coming here reminds me of a gospel called The Prodigal Son.",0,0.8903205394744873,"detroit rock city
",226624,226611
1262,"Now there's an intelligently biting remark wrought with wit and irony.
","Cause when I'm mad enough, I can bite down very hard.",Now there's an intelligently biting remark wrought with wit and irony.,1,0.9580396413803101,"detroit rock city
",226727,227053
1263,"You just upset the Incredible Hulk, his idiot half brother, and the two circus clowns.
","Holy shit! We just pissed off the Incredible Hulk, his idiot half brother and two circus clowns.","Jeezis, Hawk, can you at least keep it within twenty miles of the speed limit?",0,0.9554363004863262,"detroit rock city
",226644,226632
1264,"Forget about the curve ball Ricky, give him the heater.
",I don't want Taylor takin' too many strikes.,Forget the curveball. Go with the heater.,1,0.9645403623580933,"major league
",500370,500381
1265,"Look at this fucking guy.
",Look at this fuckin' guy.,Running back to the dugout?,0,0.7946831732988358,"major league
",499687,499721
1266,"We should've got the live chicken.
",We should've gotten him a live chicken.,"Can I borrow one of those, man?",0,0.9374486282467842,"major league
",500349,500198
1267,"Good morning, gentlemen, and welcome to another season of Indians baseball.
","But I knew if anyone could straighten them out, you could.","Good morning, gentlemen. Welcome to another season of Indians' baseball.",1,0.9652801752090454,"major league
",499575,500323
1268,"Nice throw, dickhead.
",Guy's goin'.,"Nice throw, dickhead.",1,0.9607511758804321,"major league
",499869,499868
1269,"You are a savage creature John Spartan, and I wish for you to leave my domicile now!
","You are a savage creature. John Spartan, I wish you to leave my domicile now!",The rampant exchange of bodily fluids was one of the major reasons for the downfall of society.,0,0.9550053663551807,"demolition man
",224909,224903
1270,"Hey Luke Skywalker, use the force.
","L.A.P.D., I mean San Angeles P.D.",Wrong. Hey. Luke Skywalker. Use the Force.,1,0.958605170249939,"demolition man
",224771,224780
1271,"You're gonna regret this the rest of your life... both seconds of it.
",It woulda been more humane to stake me down and leave me to the crows.,You're going to regret this for the rest of your life. Both seconds of it.,1,0.9646546840667725,"demolition man
",224863,224851
1272,"You are even better live than on Laserdisc!
",<u>All</u> restaurants are now Taco Bell.,"You are even better live than on laserdisc. Oh, and the joyjoy way you paused to make a glib witticism before doing battle with that strangely-weaponed Scrap it was so, so...",1,0.959835410118103,"demolition man
",224872,224831
1273,"Somebody put me back in the fridge.
",Somebody put me back in the fridge.,What <u>is</u> all this stuff?,0,0.9030361175537109,"demolition man
",224714,224701
1274,"Why don't you just shove a leash up my ass?
","I don't get you people, let alone like you much...",Why didn't you just shove a leash up my ass?!,1,0.9448319673538208,"demolition man
",224736,224706
1275,"A toast to my big brother George: The richest man in town.
",I'm going to take over a lot of plates and things.,"Good idea, Ernie. A toast... to my big brother, George. The richest man in town!",1,0.9670311212539673,"it's a wonderful life
",419520,418241
1276,"I feel like a bootlegger's wife!
",I feel like a bootlegger's wife. Look!,"Oh, why don't you go home?",0,0.9545655138790607,"it's a wonderful life
",418672,418621
1277,"Mr Stamper, would you please kill those bastards!
","Lovely night for a shipwreck, isn't it?",Mr. Stamper will escort you to the plane.,1,0.7597241699695587,"tomorrow never dies
",818014,818083
1278,"Can't you people keep anything locked up?
",Jesus. Can't you people keep anything locked up?,We were bringing it back from Hong Kong.,0,0.9494999758899212,"tomorrow never dies
",817732,818108
1279,"No lad who has liberty for the first time, and twenty guineas in his pocket, is very sad, and Barry rode towards Dublin thinking not so much of the kind mother left alone, and of the home behind him, but of tomorrow, and all the wonders it would bring.
","I am locked into my chamber at night, like a felon, and only suffered to leave it when ordered into the presence of my lord, to be present at his orgies with his boon-companions, and to hear his odious converse as he lapses into the disgusting madness of intoxication.","No lad of seventeen is very sad who has liberty for the first time, and twenty guineas in his pocket; and I rode away, thinking, I confess, not so much of the kind of mother left alone, and of the home behind me, as of tomorrow, and all the wonders it would bring.",1,0.9628614187240601,"barry lyndon
",88759,89321
1280,"Tomo-chan told me to.
",Tomo-chan told me to watch it.,"How was work, mommy?",0,0.9190659001469612,"ringu
",645858,645843
1281,"I feel like a virgin on prom night.
",You kids ought to go up to bed.,I feel like a horse's ass.,1,0.9618182182312012,"silver bullet
",695330,695319
1282,"I'm a little too old to be playing ""Hardy Boys meet Reverend Werewolf""!
",An extremely realistic nightmare brought on by what's been happening in this town.,"No thank you, Jane. I'm a little old for palying the Hardy Boys Meet the Catholic Werewolf.",1,0.9614449739456177,"silver bullet
",695230,695225
1283,"There are no such things as werewolves!
","There are no such things as werewolves. Please, dear boy, have some pity.",Stick 'em in the bushes for now.,0,0.9556916505098343,"silver bullet
",695183,695173
1284,"I wanna kiss ya-ya don't have to kiss me back if ya don't feel like it.
",I wanna kiss ya -- Ya don't have to kiss me back if ya don't feel like it.,Ain't skated since I was fifteen -- That's when I started fightin' -- gotta watch the ankles.,0,0.8737953156232834,"rocky
",651064,650980
1285,"You gotta be a moron... you gotta be a *moron* to wanna be a fighter.
",Ya gotta be a little soft to wanna be a pug... It's a racket where ya' almost guaranteed to end up a bum.,"When I was your age, there was only one girl who talked like that in the whole neighborhood.",0,0.9058722481131554,"rocky
",651016,650832
1286,"You do that to Apollo Creed, they'll put us in jail for murder.
","Ya pulled down ya pants an' let him have it, didn't ya!",We do that to Creed an' they'll take us to jail for murder.,1,0.862899050116539,"rocky
",651248,651365
1287,"Don't you think I hear things?
","Sure, Rocky, Bob's good for it...",You think I don't hear things?,1,0.22124993801116943,"rocky
",650889,650679
1288,"I'd like to kill the freaking guy who broke this mirror.
",She's gotta live a little before her body dries up!!,I wanna kill the friggin' moron who broke the mirror.,1,0.9576363563537598,"rocky
",650776,650778
1289,"Do you want him to chop me up and feed me to the poor, huh, is that what you want?
",Why don't you just give me a bottle of scotch and a handgun to blow my fucking head off.,"What, are you waiting for him to chop me up and feed me to the poor?",1,0.8899641707539558,"the departed
",225648,225733
1290,"What Freud said about the Irish is: We're the only people who are impervious to psychoanalysis.
","Yes, course I do. What Freud said about the Irish is We're the only people impervious to psychoanalysis.",He had a heart attack in jail and got knifed in his bed at Boston City Hospital.,0,0.9556555971503258,"the departed
",225473,225625
1291,"We're not here to solve the case of the missing scumbag, we're here to nail Costello.
","We've been after this cocksucker for a long time, and tonight we're gonna get him.","We are not here to solve the ""Case of the Dead Scumbag"". We are here to nail Costello.",1,0.9622273445129395,"the departed
",225362,225751
1292,"And I thought that I was the liar!
",I can't be a friend to you.,I thought I was the liar.,1,0.9610474109649658,"the departed
",226335,226214
1293,"And I always thought THESE were gonna kill me.
","Funny, I always thought things like these would kill me.","Lt. Mitchell, would you please try to shoot it again?",0,0.6684580445289612,"independence day
",403667,403500
1294,"Everyone's trying to get out of Washington, and we're the only schmucks trying to get in.
","Since nineteen fifty whatever you guys have had that space ship, the thing you found in New Mexico.",The whole world is trying to get out of Washington and we're the only schmucks trying to get in.,1,0.9391692876815796,"independence day
",403097,403302
1295,"Now that's what I call a close encounter
",Now that's a close encounter.,You won't exactly need radar to find it.,0,0.9538503810763359,"independence day
",403268,403214
1296,"A toast, to the end of the world.
",A toast to the end of the world.,All I did was stumble onto their signal.,0,0.8876769617199898,"independence day
",403438,403348
1297,"It's Air Force One for crying out loud and still he gets sick!
","All I'm saying is they've got people who handle these things, David.",It's Air Force One for crying out loud. Still he gets sick?,1,0.9616810083389282,"independence day
",403228,403074
1298,"All you need is love, John Lennon, smart man, shot in the back very sad.
","All you need is love. John Lennon. Smart man. Shot in the back, very sad.","Tell me something, you're so smart how come you spent eight years at M.I.T.",0,0.9560834430158138,"independence day
",403237,403072
1299,"You have the heart of a king.
",That traitor d'Artagnan... knows about this place.,You have the heart of a king.,1,0.800645112991333,"man in the iron mask
",503151,503243
1300,"When I discover the identity of this Jesuit rebel, I will kill both him and the man who told me.
","Come now, Athos, if Porthos is determined to end his life, then he will certainly manage to find the opportunity.",If I find out the identity of this Jesuit rebel. I will kill both him and the man who told me.,1,0.9582208395004272,"man in the iron mask
",502547,503007
1301,"I'm a genius, not an engineer.
",I sawed the main beam in half.,I'm a genius -- not an engineer!,1,0.9467041492462158,"man in the iron mask
",503011,503010
1302,"They're only noodles Michael.
",Why? They're only noodles.,"Not interrupting anything, I hope.",0,0.9573735669255257,"the lost boys
",785894,785960
1303,"Don't kill anyone until we get back to you!
",Don't kill anybody until we get back to you...,Uh... excuse me... which way to the Punk Rock Festival?,0,0.953653808683157,"the lost boys
",786209,786273
1304,"What hath God wrought?
",The Indian used campfires.,What hath God wrought?,1,0.5703117251396179,"friday the 13th
",297232,297213
1305,"Did they pay you to screw that bear?
",Do they pay you to screw that bear?,That Portuguese son of a bitch is dangerous.,0,0.9113008975982666,"fear and loathing in las vegas
",279338,279360
1306,"Dogs fucked the Pope... no fault of mine.
","Dogs fucked the Pope, no fault of mine. Watch out!... Why money? My name is Brinks; I was born... Born?",You'll be straight in a few hours.,0,0.9578668139874935,"fear and loathing in las vegas
",279315,279331
1307,"Don't take any guff from these fucking swine.
","Don't take any guff from these swine. Now we need a sound store with the finest equipment. Nothing dinky. One of those new Belgian Heliowatts with a voice-activated shotgun mike, for picking up conversations in oncoming cars.","We had trouble, again, at the car rental agency.",0,0.9523457065224648,"fear and loathing in las vegas
",279155,279160
1308,"Shit, he's killing himself!
","Shit, he's killing himself!",Get back in that tub!,0,0.6243942379951477,"fear and loathing in las vegas
",279403,279405
1309,"I've never missed a plane yet.
",Just a place to rest and regroup.,Never missed a plane yet.,1,0.9551438093185425,"fear and loathing in las vegas
",279838,279808
1310,"What kind of rat bastard psychotic would play that song right now, at this moment?
",But what kind of addict would need all these coconut husks and crushed honeydew rinds?,"What kind of rat-bastard psychotic would play that song -- right now, at this moment?",1,0.8078380823135376,"fear and loathing in las vegas
",279716,279719
1311,"Is this not a reasonable place to park?
",We're just good patriotic Americans like yourself.,Why not? Is this not a reasonable place to park?,1,0.9428431987762451,"fear and loathing in las vegas
",279293,279273
1312,"You people voted for Hubert Humphrey, and you killed Jesus.
",This foreign made crap -- is sucking our dollar balance dry!,You people voted for Hubert Humphrey! You killed Jesus!,1,0.9628585577011108,"fear and loathing in las vegas
",279777,279766
1313,"We cant stop here this is bat country.
","Well, I guess you're about ready, eh?",We can't stop here - this is bat country!,1,0.08081835508346558,"fear and loathing in las vegas
",279121,279123
1314,"You're my best friend, and I don't even like you.
",I'm your charity case so buy me somethin' to eat.,Give me a break. I don't even know you.,1,0.9608191251754761,"funny people
",302245,302570
1315,"Whoever wrote this episode should DIE.
","Computer, open the second blast sectoot.",Whoever wrote this episode should DIE.,1,0.9578922986984253,"galaxy quest
",305579,305606
1316,"I avoided capture by using your Mak'tar stealth haze.
",I hope that I'm not breaching protocol but..,I avoided capture using the Mak'tar stealth haze. Where is everyone?,1,0.9650825262069702,"galaxy quest
",305494,304969
1317,"It's the simple things in life you treasure.
",We've got to get that valve turned off.,It's the simple things In life you treasure.,1,0.9257371425628662,"galaxy quest
",305585,305522
1318,"It's like throwing gasoline on a flame.
",Like throwing gasoline on a fire...,Why did you even bother to show up?,0,0.9172757044434547,"galaxy quest
",304949,304887
1319,"That was a hell of a thing.
",Now that was a hell of a thing. What's wrong with them?,"A month ago, he ate my sandwich.",0,0.9573872499167919,"galaxy quest
",304916,304716
1320,"I see you've managed to get your shirt off.
",Surely they could have fortified the compound against those creatures...,I see you managed to get your shirt off.,1,0.5448595285415649,"galaxy quest
",305400,305296
1321,"Let's get out of here before one of those things kills Guy.
","Computer, we're going to need some privacy... Close blast section 29 please.",Let's get out of here before one of those things kills guy.,1,0.8320347666740417,"galaxy quest
",305256,305624
1322,"Could you possibly try NOT to hit EVERY SINGLE ONE?
",Come sundown they will go into the forest to hunt.,Could you possibly try not to hit every single one!,1,0.6805427074432373,"galaxy quest
",305130,305271
1323,"Wow, the floors are so clean.
","Wow, the floors are REALLY clean.",Wait I'll think of it...,0,0.7338587641716003,"galaxy quest
",304939,304727
1324,"By Grapthar's hammer... what a savings.
","By Grabthar's hammer, what a savings.","Oh good, there's nothing to eat.",0,0.9423779994249344,"galaxy quest
",304880,304821
1325,"Maybe I can get a run in.
","... and then, you know, you grow up.",I should try to get a run in.,1,0.9516496658325195,"burn after reading
",153880,153973
1326,"Now get some sleep, I may wish to have sex again before we eat breakfast.
","If they reach the island, I want you to discourage them from getting any further.","Good, now get some sleep - I may wish to have sex again before we eat breakfast.",1,0.9579000473022461,"the beach
",98905,98936
1327,"What is it that your worried about, looking bad at the P.T.A?
",Is that what you're worried about? Looking bad at the PTA?,Maybe Annabelle deserves to find out who really broke up her family.,0,0.9547782763838768,"stepmom
",747777,747757
1328,"I'm sorry you're sick.
",I saw her in the shower!,I'm sorry you're sick.,1,0.957785964012146,"stepmom
",747438,747447
1329,"Just because you can't see something, doesn't mean it isn't there.
",Just because you can't see it. Doesn't. Mean. It's gone.,Now that's enough fear for either one of us to kill the other.,0,0.9519695676863194,"stepmom
",747917,747888
1330,"What... you didn't really think we'd kill the fuckin' koala bear, now did ya?
","Maybe later, but first I want like to know why you'd steal from your own company...","Wha-at. You didn't really think we'd kill the flucking koala bear, did you?",1,0.9650650024414062,"the adventures of ford fairlane
",777629,777571
1331,"You got to shave before you leave the house in a dress like that... and I don't mean your legs.
","I haven't seen her around, and as for who would want to kill Johnny Crunch, line forms to the left.",You gotta shave before you leave the house in a dress like that and I don't mean your legs. Why didn't you jump on her? What's happening to you?,1,0.9643105268478394,"the adventures of ford fairlane
",776950,777130
1332,"hibb... hibbdy... Maybe I did die in the explosion, you know.
",Hebedeebuh. Hebedeebuh. Maybe I did die in the explosion.,Bottom line's Julian Grendel is doing a little revenge number...,0,0.9521445520222187,"the adventures of ford fairlane
",777395,777435
1333,"Damn, baby, I hope you signed some organ donor cards.
","I'm the good guy, he's the bad guy!","Damn baby, I hope you filled out some organ donor cards...",1,0.9608103036880493,"the adventures of ford fairlane
",777282,777283
1334,"You're 10 seconds away from the most embarrassing moment in your life.
","I'll give you a gut feeling, you little... Hey... <u>hey</u>!",You're ten seconds away from the most embarrassing moment in your life.,1,0.5315213203430176,"the adventures of ford fairlane
",776963,776970
1335,"Ensign Authorization code: nine-five-wictor-wictor-two!
","Aye, Commander-- Keptin, sorry.","Yessir, happy to. Ensign authorization code: Nine-Five- Wictor Wictor-Two--",1,0.9618649482727051,"star trek
",725339,725451
1336,"It appears that you have been keeping important information from me...
",It appears you've been keeping rather important information from me.,I am trained in the Vulcan martial art of Suus Mahna.,0,0.9358334541320801,"star trek
",725797,725777
1337,"Once you have eliminated the impossible, whatever remains, however improbable, must be the truth.
","If you eliminate the impossible, whatever remains -- however improbable -- must be the truth.",I have therefore classified him a hostage of the war criminal known as Nero.,0,0.9526689946651459,"star trek
",725509,725489
1338,"Kirk, you're coming too, you're not supposed to be here anyway...
",Something I admired about your dad... he didn't believe in no-win scenarios.,"Then come with me -- Kirk, you too-- you're not supposed to be here anyway. Radio the engine room, have Chief Engineer Olsen meet us at Shuttle Bay Five.",1,0.4135080575942993,"star trek
",725415,725144
1339,"Mr. Chekov, set a course... for home.
","Shuttle for new recruits leaves tomorrow, 0800.",Set course for Vulcan.,1,0.8902348279953003,"star trek
",725319,725156
1340,"How does one get off this thing?
",The pen is mightier than the sword.,How does one get off this thing?,1,0.95329749584198,"indiana jones and the last crusade
",404399,404392
1341,"Our situation has not improved.
",The floor's on fire!,Our situation has not improved.,1,0.8418675363063812,"indiana jones and the last crusade
",404192,404174
1342,"You call *this* archaeology?
",You call this archaeology?,I've lost him.,0,0.8152988404035568,"indiana jones and the last crusade
",404397,404408
1343,"""X"" never, ever marks the spot.
",Six hundred years before the Crusades.,"Ten. ""X"" marks the spot.",1,0.9562807083129883,"indiana jones and the last crusade
",403899,403907
1344,"I'm like a bad penny, I always turn up.
",I'm like a bad penny. I always turn up.,"""The Breath of God... Only the penitent man will pass.",0,0.9543904438614845,"indiana jones and the last crusade
",404416,404429
1345,"She ransacked her own room, and I fell for it!
",She ransacked her own room and I fell for it. How did you know she was a Nazi?,Can you try and reach into my left jacket pocket?,0,0.9544930309057236,"indiana jones and the last crusade
",404097,404166
1346,"Compensation for my brother-in-law's car!
",You are named after the dog...,"Compensation for my brother-in- law's car. Indy, your father and Brody",1,0.9222086668014526,"indiana jones and the last crusade
",404378,404506
1347,"And in this sort of race, there's no silver medal for finishing second.
","Now they have the map! And in this sort of race, there's no silver medal for finishing second.","Second, the Word of God, only in the footsteps of God will he proceed.",0,0.9547801427543163,"indiana jones and the last crusade
",404334,404290
1348,"My son, we're pilgrims in an unholy land.
","My boy, we are Pilgrims in an unholy land.","You know, sharing your adventures is an interesting experience.",0,0.9268277138471603,"indiana jones and the last crusade
",404237,404271
1349,"Does anyone understand a word I'm saying here?
",Does anyone understand a word I'm saying here?,What has the old fool got himself into now?,0,0.9541671127080917,"indiana jones and the last crusade
",404117,403828
1350,"I can't get with any religion that advertises in Popular Mechanics.
","I can't get with any religion that advertises in Popular Mechanics. Look- man, walks out of the men's room, huge bodyguards flanking him while there's God coming outta the men's room.","Well, I ask a psychopath, I get that kind of an answer.",0,0.954350296407938,"annie hall
",60114,60082
1351,"Sylvia Plath - interesting poetess whose tragic suicide was misinterpreted as romantic by the college girl mentality.
","You know, I don't like to show my body to a man of my gender-","Interesting poetess whose tragic suicide was misinterpreted as romantic, by the college-girl mentality.",1,0.9238530397415161,"annie hall
",59700,59724
1352,"Honey, there's a spider in your bathroom the size of a Buick.
","Oh, look, look, there's that ... that's -that's my old house.","Honey, there's a spider in your bathroom the size of a Buick.",1,0.9544395208358765,"annie hall
",60169,60209
1353,"That sex was the most fun I've ever had without laughing.
","Yes, she was nice, but you know, uh, it was my fault.","No, that was the most fun I've ever had without laughing.",1,0.95585036277771,"annie hall
",59808,59793
1354,"Finished playing with yourself there, Lenny?
","Finished playing with yourself, Lenny?",Probably left it in your room.,0,0.9525178298354149,"memento
",522327,522247
1355,"Beg my wife's forgiveness, before I blow  your brains out.
",I'd just become an investigator when I came across Sammy.,Beg my forgiveness! Beg my wife's forgiveness before I blow your brains out!,1,0.9622011184692383,"memento
",522068,522211
1356,"Clay Bertrand is Clay Shaw?
",What's the other name?,Clay Bertrand is Clay Shaw? The guy who used to run the International Trade Mart?,1,0.961928129196167,"jfk
",435397,435395
1357,"Is this off the record, Daddy-O?
",Maybe cause I repped him here.,"Is this off the record, Daddy-o? In that case, let me sum it up for you real quick. If I answer that question you keep asking me, if I give you the name of the ""Big Enchilada"", y'know, then it's bon voyage, Deano - I mean like permanent. I mean like a bullet in my head. You dig? Does that help you see my problem a little better? You're a mouse fighting a gorilla. Kennedy's dead as that crab meat. The government's still breathing. You want to line up with a dead man?",1,0.9637465476989746,"jfk
",435310,435308
1358,"About as subtle as a cockroach crawlin' across a white rug!
",They were studying viral cancers as a weapon in the 30's.,...about as subtle as a cockroach crawling across a white rug.,1,0.9534432888031006,"jfk
",435377,435405
1359,"Can you look destiny in the eye without flinching?
",You won't stop him with bullets or knives.,Can you look destiny in the eye without flinching?,1,0.9494483470916748,"the crow city of angels
",201863,201861
1360,"Life is just a dream on the way to death.
","""Life is just a dream on the way to death."" I like that.",I just wish I understood what they were telling me.,0,0.9457259513437748,"the crow city of angels
",201627,201600
1361,"Some people are just born victims.
",Some people are born victims.,"Ashes, ashes, we all fall down...",0,0.17342215776443481,"the crow city of angels
",201942,202005
1362,"I will not touch the white man's poison; his drugs, his liquor, his swine, his women.
","I will not touch the white man's poison: his drugs, his liquor, his carrion, his women.","Ole Pete ain't much in the head, but he can lay in there with the wood.",0,0.9226439297199249,"malcolm x
",500856,500832
1363,"A man curses because he doesn't have the words to say what's on his mind.
",I respect myself. A man cuss because he hasn't got the words to say what's on his mind.,"Sure, white man throw us a bone and that's supposed to make us forget 400 years.",0,0.9537137225270271,"malcolm x
",500786,500841
1364,"A Muslim must be strikingly upright; an outstanding example so that those in the darkness can see the power of the light.
",A Muslim must be strikingly upright. Outstanding. So those in the darkness can see the power of the light.,But you just another one of them cats strutting down the avenue in your clown suit with all that mess on you.,0,0.9568646736443043,"malcolm x
",500857,500774
1365,"Erica, you are a woman to love.
",Erica... You are a woman to love.,I can do it by the way.,0,0.9329041987657547,"something's gotta give
",712824,712828
1366,"Harry, your heart attack could be the best thing that's ever happened to me!
","And if someone like me doesn't write it, where they gonna get it?","Hey, your heart attack could be the best thing that ever happened to me.",1,0.9595339298248291,"something's gotta give
",712878,712793
1367,"Schmucks are people too.
",Schmucks are people too you know. Death doesn't seem a little harsh?,Am I in it?,0,0.9575499892234802,"something's gotta give
",713114,713106
1368,"These are for you to give me when you apologize.
",These are for you to give me when you apologize.,I think you can expect just about anything right now.,0,0.8818808794021606,"something's gotta give
",713073,712846
1369,"How great is it for you that im not intimidated by your brilliance?
",There's something radically wrong with the idea that no one loves you.,How great is it that I'm not intimidated by your brilliance?,1,0.9556641578674316,"something's gotta give
",713092,712615
1370,"That's really not going to help.
",That's just not going to happen.,"I know, nobody's luck lasts forever.",0,0.9437979459762573,"constantine
",189772,189828
1371,"You don't walk off the roof of a building, without leaving something behind.
",You don't walk off a building without leaving something behind.,So I took things into my own hands and I found a way out.,0,0.9467603377997875,"constantine
",190209,190149
1372,"I teach this shit, I didn't say I know how to do it.
","I teach this shit, I didn't say I knew how to do it.","And when I think about her, those are the things I think about most.",0,0.9472808390855789,"good will hunting
",333050,333048
1373,"My boy's wicked smart.
",My boy's wicked smart.,"Fuck you, you fat fuck.",0,0.9071471691131592,"good will hunting
",332640,332599
1374,"Hey, let's get off our motha's, afterall, I just got off yours!
","Why don't we get off mothers, I just got off yours.","Will, I can't believe you brought Skylar here when we're all wrecked.",0,0.9318663254380226,"good will hunting
",333005,333135
1375,"Do you buy all these books retail or do you send away for, like, a shrink kit that comes with all these volumes included?
",""" But you can't take it back, 'cause you know it's real serious and you can't take somethin' like that back.","Did you buy all these books retail, or do you send away for like a ""shrink kit"" that comes with all these volumes included?",1,0.425819456577301,"good will hunting
",332906,333358
1376,"The stars are ageless, aren't they?
","Stars are ageless, aren't they?","They're below, waiting for the Princess ...",0,0.9385202787816525,"sunset blvd
",757268,757299
1377,"My only hope is that the big Lebowski kills me before the Germans can cut my dick off.
","I mean, he knew we didn't hand off his briefcase, but he never asked for it back.",I figure my only hope is that the big Lebowski kills me before the Germans can cut my dick off.,1,0.9510266780853271,"the big lebowski
",110100,110402
1378,"Hey, careful, man, there's a beverage here!
","Fuck, man! There's a beverage here!",I can't be worrying about that shit.,0,0.9551492854952812,"the big lebowski
",110027,110022
1379,"That rug really tied the room together.
","Yeah man, it really tied the room together--","Yeah, I could find this Lebowski guy--",0,0.2806673049926758,"the big lebowski
",109560,109593
1380,"H-hey, this is a private residence, man!
","Hey! This is a private residence, man!",That gives me a very secure feeling.,0,0.9544304683804512,"the big lebowski
",110076,110104
1381,"Fuck it, Dude, let's go bowling.
","Awww, fuck it Dude. Let's go bowling.","In your wisdom you took him, Lord.",0,0.9558824561536312,"the big lebowski
",110566,110551
1382,"At least I'm housebroken.
",Hey. At least I'm housebroken.,You see a wedding ring?,0,0.9568120203912258,"the big lebowski
",109554,109544
1383,"I told that Kraut a fuckin' thousand times, I don't roll on shabbos!
",I told that kraut a fucking thousand times I don't roll on shabbas.,"So as long as we get her back, nobody's in a position to complain.",0,0.9544989615678787,"the big lebowski
",109918,109874
1384,"Where's the fucking money Lebowski?
",Or maybe forfeit it to us--,"Where's the money, Lebowski!",1,0.9458353519439697,"the big lebowski
",109534,109736
1385,"They're gonna kill that poor woman.
",Dude's car got a little dinged up--,"Yeah yeah, ""kill that poor woman.""",1,0.956392765045166,"the big lebowski
",109935,109933
1386,"The story is ludicrous.
",I like it too.,The story is ludicrous.,1,0.7464802265167236,"the big lebowski
",110000,109991
